frame,vehicle_id,vehicle_bbox,vehicle_type,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
168,8,1017.1286809370025 1230.0800765824167 1567.4992832949324 1705.9286625694238,car,1194.2392578125 1507.7332763671875 1377.2235107421875 1604.4971923828125,0.5771690011024475,K4D5Z1K,0.3191748296013904
169,8,1014.0719426142339 1235.1092498821702 1566.1139808173184 1710.5636138813425,Unknown,1195.07861328125 1511.7955322265625 1374.985107421875 1606.780029296875,0,0,0
170,8,1011.0152042914651 1240.1384231819236 1564.7286783397044 1715.1985651932614,Unknown,1195.91796875 1515.8577880859375 1372.7467041015625 1609.0628662109375,0,0,0
171,8,1007.9584659686965 1245.167596481677 1563.3433758620904 1719.8335165051801,car,1196.75732421875 1519.9200439453125 1370.50830078125 1611.345703125,0.5725100636482239,KHDSZ1K,0.3614702606657993
172,8,1005.4565801178255 1250.2117260266427 1562.299081634323 1724.3575979163265,Unknown,1192.6236572265625 1526.0892944335938 1368.6572265625 1616.7744750976562,0,0,0
173,8,1002.9546942669546 1255.2558555716082 1561.2547874065558 1728.8816793274732,car,1188.489990234375 1532.258544921875 1366.80615234375 1622.2032470703125,0.5590202808380127,K10S27K,0.2141575141727344
174,8,1001.3408037682693 1262.353201561326 1560.4455609974289 1735.5448422067975,car,1185.3154296875 1540.7684326171875 1369.1492919921875 1631.792724609375,0.5763451457023621,K1052Z8,0.15698245317552187
175,8,1000.6852357198251 1268.9267244219895 1560.4050036053718 1741.567910512697,car,1188.1888427734375 1545.5401611328125 1365.3023681640625 1632.1651611328125,0.5785455107688904,L10S27K,0.08662734760939601
176,8,999.9650487133448 1273.3144992975908 1559.6771722515468 1745.9061753448827,car,1185.1912841796875 1549.4481201171875 1368.638427734375 1636.7257080078125,0.5774213671684265,KN05ZZK,0.31589612880744933
177,8,997.5355300250346 1276.9432053775477 1557.2299957361704 1750.0941959728634,car,1180.3902587890625 1559.782470703125 1363.2066650390625 1650.50537109375,0.5490480661392212,KH05ZZK,0.31385461165158535
178,8,997.2309574654407 1279.3365516709543 1556.4659066714737 1754.062385399184,car,1178.864501953125 1559.5374755859375 1364.5233154296875 1651.5208740234375,0.5822932124137878,KHO5Z1K,0.517939682744695
179,8,992.3801994250944 1282.1755100753167 1552.4093218566302 1760.9371091198464,Unknown,1176.153076171875 1564.6893310546875 1358.1627197265625 1655.7526245117188,0,0,0
180,8,987.529441384748 1285.0144684796787 1548.3527370417867 1767.811832840509,car,1173.441650390625 1569.8411865234375 1351.8021240234375 1659.984375,0.5143097639083862,RH05ZZN,0.1549253347367125
181,8,985.9215363642413 1290.4181308389022 1547.2002372973107 1775.1817684365815,Unknown,1170.2036743164062 1576.5822143554688 1351.33447265625 1667.3367919921875,0,0,0
182,8,984.3136313437348 1295.8217931981258 1546.0477375528349 1782.551704032654,car,1166.9656982421875 1583.3232421875 1350.8668212890625 1674.689208984375,0.6237308979034424,RH05ZZK,0.3492345717852604
183,8,980.6803130771816 1301.9490826849749 1541.9502731851837 1789.7213170847992,car,1165.4857177734375 1595.1309814453125 1349.2379150390625 1682.0716552734375,0.6279619932174683,KH05ZZK,0.8582414368416301
184,8,977.5003415696856 1305.4506616579165 1538.1117572871017 1795.1505672864082,car,1173.2666015625 1595.3682861328125 1352.1298828125 1685.9234619140625,0.6242640614509583,RH05ZZK,0.2914292581049089
185,8,976.7388435176567 1308.5359385588833 1536.9333852340583 1800.5413702304993,car,1159.4442138671875 1606.231201171875 1344.0406494140625 1698.069580078125,0.6117879748344421,KH05Z7K,0.4614172631140647
186,8,972.2132260545775 1312.4710895225503 1534.402182004783 1808.0277969090153,car,1153.4227294921875 1604.2371826171875 1345.0654296875 1699.2257080078125,0.6292558908462524,KN05Z7K,0.32837104738480616
187,8,969.3966991406814 1316.8366282771576 1533.117075502285 1815.4264409439043,car,1156.400390625 1612.0301513671875 1341.229736328125 1704.2138671875,0.5810353755950928,KH05Z7K,0.5049983620384003
188,8,963.9723392735802 1321.1392549287386 1531.5381689385888 1822.4198832162772,car,1152.807861328125 1616.8623046875 1342.412841796875 1705.2890625,0.5915621519088745,KHD5ZZK,0.5997738822770061
189,8,959.1585210067287 1328.5862634757657 1533.337724216125 1830.2380261187775,car,1152.3907470703125 1630.5045166015625 1341.1949462890625 1717.8458251953125,0.6044726371765137,KH05ZZK,0.6164269131277568
190,8,954.8614205079367 1333.8975032586404 1532.5683642415406 1836.7566042621156,car,1150.75634765625 1629.797607421875 1341.38671875 1716.762451171875,0.6114240288734436,KH05ZZK,0.6029609804405007
191,8,951.9775260778937 1340.588527156014 1532.2263177105347 1845.9123063907357,car,1143.884521484375 1641.658447265625 1328.7598876953125 1729.96142578125,0.6059932112693787,KHQ52ZK,0.2985941292341335
192,8,945.4853411643633 1345.1720464367988 1529.0275222948387 1850.7197893002783,car,1147.552978515625 1646.4200439453125 1328.7220458984375 1735.0892333984375,0.6228905916213989,KH05Z7K,0.2850057510346902
193,8,942.730313329674 1348.0280244903895 1528.9144939687126 1854.3458539413734,car,1140.3248291015625 1652.16943359375 1328.38623046875 1742.9296875,0.5843268632888794,KH05ZZK,0.7949964592176778
194,8,940.8507042902093 1352.9135959296584 1528.0102267000502 1860.5650650372966,car,1134.6944580078125 1654.0103759765625 1329.28271484375 1748.1024169921875,0.599461019039154,KH05Z7K,0.3284645528159616
195,8,938.663134227168 1358.0811300833902 1525.837917652158 1866.6745506887605,car,1131.3583984375 1666.6490478515625 1323.249755859375 1755.1673583984375,0.5355666279792786,KK0SZTK,0.1454680228211309
196,8,937.0014523700604 1363.686901148153 1524.8553787141034 1872.148132594417,car,1128.0791015625 1669.3406982421875 1327.975830078125 1758.4537353515625,0.5518689751625061,KH05Z7K,0.39470105460478055
197,8,934.1605015857127 1370.0661809951143 1525.133543896251 1881.5297888411087,car,1128.548828125 1680.6724853515625 1320.4107666015625 1769.23291015625,0.6234313249588013,KH05ZZK,0.6025983112147444
198,8,932.9769226260577 1375.2552779632802 1526.1168445420421 1889.8398216043352,car,1121.69677734375 1681.9515380859375 1317.0706787109375 1773.3431396484375,0.6245968341827393,KH0SZTK,0.37013724620874144
199,8,929.9658592400247 1377.72005919292 1525.3297088468248 1895.5337449637514,car,1119.589599609375 1690.767333984375 1311.1156005859375 1776.689208984375,0.6101410984992981,R105ZZK,0.2149650226141915
200,8,926.2910854142194 1384.1118957876654 1523.6187622986465 1903.6571046979973,car,1121.7008056640625 1695.9464111328125 1305.4951171875 1785.10888671875,0.6225643754005432,KMD5ZZK,0.682228255492746
201,8,921.9518094232499 1392.4807968811356 1522.524009957087 1913.9586397836342,car,1107.3680419921875 1702.3807373046875 1302.469482421875 1795.5491943359375,0.6446752548217773,KR0SZZK,0.3923457941104579
202,8,917.1545989656556 1397.4772248006907 1519.9630234676506 1919.4433804348455,car,1107.3526611328125 1704.11279296875 1301.5616455078125 1799.715087890625,0.6500521302223206,KN05ZZK,0.7647377349522263
203,8,914.2884649098714 1403.1231216725723 1518.7631075713603 1926.1106374952524,car,1110.825439453125 1715.193603515625 1297.2835693359375 1802.080810546875,0.6056029796600342,KH05ZZK,0.6331560150308431
204,8,908.0531502002507 1409.453523637652 1516.9831931172441 1934.122756040884,car,1105.2947998046875 1723.37255859375 1296.1871337890625 1813.7724609375,0.6005211472511292,KH05ZZK,0.5849706118621525
205,8,898.4171391244406 1413.2419305405158 1514.9510755114345 1939.5245202049812,unknown,1099.8902587890625 1729.8896484375 1293.968994140625 1816.51025390625,0.6382176280021667,KH05ZZK,0.6872547389066305
206,8,888.2760157807438 1417.4287578214298 1512.826790176408 1944.3530704204195,unknown,1098.0887451171875 1730.8663330078125 1290.8017578125 1821.0882568359375,0.633439838886261,KH05Z7K,0.5048266263310566
207,8,883.2993066973061 1423.6830386216086 1512.5587493138225 1951.8789019381695,car,1091.7410888671875 1743.3050537109375 1288.7677001953125 1834.0052490234375,0.6274905204772949,KH05ZZK,0.39465740618902617
208,8,874.1439923380537 1425.2884900174677 1509.0282173955736 1957.0486921163388,car,1083.6324462890625 1745.558837890625 1282.70654296875 1840.0899658203125,0.6583933234214783,KH05ZZK,0.23193495178205445
209,8,876.2799213079763 1430.5579136671104 1510.1939306696715 1965.1154737464258,car,1081.6683349609375 1749.6888427734375 1283.0211181640625 1845.8016357421875,0.606355607509613,KH05ZZK,0.6447230782343848
210,8,875.9140583464265 1437.3867444591717 1509.1506268765675 1976.0203604977103,Unknown,1076.4664306640625 1760.2672119140625 1281.7213134765625 1853.3016357421875,0,0,0
211,8,875.5481953848766 1444.215575251233 1508.1073230834631 1986.9252472489948,car,1071.2645263671875 1770.8455810546875 1280.4215087890625 1860.8016357421875,0.5968673825263977,KH05ZZK,0.10902708953347715
212,8,871.0978830334208 1449.2258945546964 1505.158450936512 1994.5762020465154,car,1071.0887451171875 1774.6314697265625 1275.469970703125 1867.9727783203125,0.672217845916748,KH05Z7K,0.5195898751439021
213,8,863.6837873333559 1454.3800316316176 1502.837897474911 2001.8402302396155,car,1068.3980712890625 1786.5369873046875 1270.7457275390625 1877.4385986328125,0.6696300506591797,KH05ZZK,0.6233836936905985
214,8,857.1279526646904 1459.6028283586024 1502.2036975280894 2008.2932635887669,car,1056.451171875 1783.6953125 1271.748779296875 1882.30859375,0.6442481279373169,KH05Z7K,0.37664493163032564
215,8,854.51894248751 1467.1586757988066 1500.3983358903927 2017.5797517882024,car,1059.60791015625 1800.4837646484375 1260.588623046875 1895.9835205078125,0.6505743861198425,KH05ZZK,0.29572401758610267
216,8,848.3197838970698 1473.0124108574291 1496.1432402143116 2026.0661118903959,car,1051.40185546875 1806.903564453125 1251.80810546875 1903.4554443359375,0.6264957785606384,KH0SZZK,0.23008789112581846
217,8,843.0018356812291 1478.4966133849678 1492.0737786160164 2034.305508497903,car,1052.4847412109375 1809.009521484375 1255.0657958984375 1899.462158203125,0.606012225151062,KH0SZZK,0.38853200112582204
218,8,834.2292854836429 1487.979846097422 1487.0193628048046 2044.4251796004978,car,1051.8399658203125 1823.56396484375 1249.926025390625 1914.352783203125,0.6375081539154053,KH0SZZK,0.2949415341743258
219,8,826.8703909890564 1497.273421331167 1485.963223615734 2053.1470261444097,car,1044.539794921875 1827.031982421875 1246.9425048828125 1919.4852294921875,0.6287024021148682,KHO5Z7K,0.09905417366803111
220,8,829.2740545440536 1502.805405177782 1488.141383635175 2059.654639037121,car,1045.487548828125 1834.5911865234375 1244.2093505859375 1922.9901123046875,0.632292628288269,KN0SZ7K,0.24715706044534624
221,8,827.4482998579007 1510.055955329827 1489.022829230556 2067.2252467492144,car,1035.6844482421875 1843.8248291015625 1244.61474609375 1939.5611572265625,0.6464745402336121,KH0S27K,0.25298032801839554
222,8,820.8706798482206 1517.211465761009 1482.2423206361802 2074.801251953084,car,1027.91748046875 1852.5728759765625 1240.024658203125 1947.0157470703125,0.5691155195236206,KR0SZZK,0.07153733355458
223,8,818.785261087624 1522.0604469812088 1479.6262624899532 2082.555430463486,car,1028.56494140625 1858.9505615234375 1235.217529296875 1950.9801025390625,0.6251404285430908,KH0SZZK,0.09480445111005538
224,8,812.157343596122 1528.4046361945955 1475.815949733513 2091.1507408526736,Unknown,1023.5369750976563 1865.3899169921874 1232.9826171875 1959.696044921875,0,0,0
225,8,805.52942610462 1534.748825407982 1472.005636977073 2099.7460512418606,Unknown,1018.5090087890625 1871.8292724609375 1230.747705078125 1968.4119873046875,0,0,0
226,8,798.901508613118 1541.0930146213686 1468.1953242206328 2108.341361631048,Unknown,1013.4810424804688 1878.2686279296875 1228.51279296875 1977.1279296875,0,0,0
227,8,792.273591121616 1547.437203834755 1464.3850114641928 2116.936672020235,Unknown,1008.453076171875 1884.7079833984376 1226.277880859375 1985.8438720703125,0,0,0
228,8,785.6456736301141 1553.7813930481418 1460.5746987077525 2125.5319824094227,car,1003.4251098632812 1891.1473388671875 1224.04296875 1994.559814453125,0.6378781795501709,K405Z77,0.11842907877083862
229,8,778.8260998397725 1559.215211006484 1458.2557995313366 2134.0586993317984,car,1007.7908935546875 1897.5751953125 1218.8160400390625 2000.5526123046875,0.6519230008125305,KHD5Z7R,0.030270043529356118
230,8,774.8008816469356 1564.699065184518 1455.531198336746 2139.8887001073963,Unknown,1001.4794311523438 1909.4406127929688 1213.6243896484375 2010.2352294921875,0,0,0
231,8,770.7756634540988 1570.182919362552 1452.8065971421552 2145.7187008829947,car,995.16796875 1921.3060302734375 1208.4327392578125 2019.9178466796875,0.6636409759521484,RF05Z777,0.05426953200250784
232,8,767.0979399222442 1576.3684552022826 1450.0890958309208 2148.2172382995454,Unknown,990.0602620442709 1930.0920003255208 1206.1260986328125 2029.6647135416667,0,0,0
233,8,763.4202163903898 1582.553991042013 1447.3715945196861 2150.7157757160967,Unknown,984.9525553385416 1938.8779703776042 1203.8194580078125 2039.4115804036458,0,0,0
234,8,759.7424928585352 1588.7395268817436 1444.6540932084517 2153.2143131326475,unknown,979.8448486328125 1947.6639404296875 1201.5128173828125 2049.158447265625,0.658139169216156,R1OSZZK,0.1673342733626779
235,8,752.0722275262742 1593.9028585030896 1445.937956994113 2153.8104684103632,unknown,980.9886474609375 1952.2825927734375 1199.567626953125 2051.927734375,0.6767756342887878,RHO5ZZK,0.41475247935043097
236,8,749.2359423706978 1601.4838250064486 1444.4810326341324 2155.345171310231,unknown,979.3342895507812 1964.0606689453125 1198.0372314453125 2062.61962890625,0.6891847252845764,KM05ZZK,0.26840459924197246
237,8,749.5886291977563 1609.446149734018 1441.5480396864596 2157.1570711840845,unknown,969.427734375 1969.927734375 1193.0482177734375 2074.924072265625,0.7011741399765015,RN05Z7K,0.39968022592473984
238,8,744.7261534577613 1614.1955304948838 1437.6572410628557 2156.606472458105,unknown,965.5148315429688 1976.126220703125 1184.142578125 2078.133056640625,0.7075204849243164,RHOSZZK,0.4129007024270867
239,8,741.5732903670521 1618.6247292380203 1440.3119878878508 2155.7420513078305,unknown,960.8790893554688 1985.0672607421875 1189.7861328125 2088.572265625,0.6803689002990723,KH0SZZK,0.32491905140861843
240,8,736.6400895746458 1623.7129522466455 1442.824026404538 2154.7416785946343,Unknown,958.9789428710938 1995.4000854492188 1185.4447631835938 2098.033935546875,0,0,0
241,8,731.7068887822395 1628.8011752552707 1445.3360649212252 2153.7413058814386,unknown,957.0787963867188 2005.73291015625 1181.1033935546875 2107.49560546875,0.6856794357299805,KHOS277,0.035013703658143214
242,8,727.798707988074 1636.572421534044 1445.8344089110064 2153.388098592816,Unknown,953.9374633789063 2016.74580078125 1176.504345703125 2117.288232421875,0,0,0
243,8,723.8905271939086 1644.3436678128173 1446.3327529007877 2153.0348913041935,Unknown,950.7961303710938 2027.75869140625 1171.9052978515624 2127.080859375,0,0,0
244,8,719.9823463997432 1652.1149140915904 1446.831096890569 2152.6816840155707,Unknown,947.6547973632812 2038.77158203125 1167.30625 2136.873486328125,0,0,0
245,8,716.0741656055777 1659.8861603703638 1447.3294408803501 2152.3284767269483,Unknown,944.5134643554687 2049.78447265625 1162.7072021484375 2146.66611328125,0,0,0
246,8,712.1659848114123 1667.657406649137 1447.8277848701314 2151.9752694383255,unknown,941.3721313476562 2060.79736328125 1158.108154296875 2156.458740234375,0.6721084713935852,KFDSZZK,0.1665705960073239
247,8,707.108235866627 1675.5474822679794 1447.18268111849 2153.02032896242,Unknown,936.9193725585938 2065.15087890625 1156.949462890625 2158.2293701171875,0,0,0
248,8,702.0504869218415 1683.4375578868214 1446.5375773668488 2154.0653884865146,unknown,932.4666137695312 2069.50439453125 1155.790771484375 2160.0,0.6840665340423584,KH0SZZK,0.12515476307952475
274,16,912.5631236631812 1496.3219339509628 1544.922403603604 2076.80587898746,car,1126.3280029296875 1869.99755859375 1321.203125 1967.6905517578125,0.6851056218147278,F31AZHY,0.4156085805368215
275,16,906.3152896213911 1506.427683960922 1544.0350950262673 2086.1092583010995,Unknown,1114.4905395507812 1874.9445190429688 1318.3896484375 1973.832275390625,0,0,0
276,16,900.0674555796011 1516.5334339708809 1543.1477864489304 2095.4126376147387,car,1102.653076171875 1879.8914794921875 1315.576171875 1979.9739990234375,0.6652779579162598,F314ZHY,0.36379776771397976
277,16,898.250158083097 1522.378487585162 1542.0948086778785 2100.23117510729,Unknown,1102.774658203125 1888.7941284179688 1308.63427734375 1989.5383911132812,0,0,0
278,16,896.4328605865929 1528.2235411994432 1541.0418309068264 2105.049712599841,car,1102.896240234375 1897.69677734375 1301.6923828125 1999.102783203125,0.680591344833374,F314ZHY,0.6592333206791199
279,16,888.2537581238311 1535.052429550788 1536.751474596723 2113.6964462042524,Unknown,1102.4149169921875 1903.9025268554688 1302.7192993164062 2005.9570922851562,0,0,0
280,16,880.0746556610692 1541.8813179021329 1532.4611182866197 2122.3431798086635,car,1101.93359375 1910.1082763671875 1303.7462158203125 2012.8114013671875,0.6970623135566711,F314ZHY,0.3645290230668561
281,16,871.5565834108303 1547.4733879830978 1529.868405224097 2131.6369950535172,Unknown,1098.3058471679688 1919.373046875 1300.361083984375 2021.0050048828125,0,0,0
282,16,863.0385111605914 1553.065458064063 1527.2756921615742 2140.9308102983714,car,1094.6781005859375 1928.6378173828125 1296.9759521484375 2029.1986083984375,0.6915605664253235,F314ZHY,0.4936071657624944
283,16,859.6406339807413 1558.791396900921 1527.3627511380091 2147.6888687394676,car,1089.8662109375 1934.099853515625 1290.933837890625 2038.4970703125,0.6819031834602356,F314ZHY,0.46786900258014047
284,16,856.8432580173624 1563.8898198776255 1526.8414512452416 2153.0242087923666,car,1085.759033203125 1946.8148193359375 1291.735107421875 2044.9835205078125,0.6900117993354797,F314ZHY,0.36837966143951695
285,16,852.799003976007 1567.9418667721175 1525.054240676777 2153.8002030446874,Unknown,1082.67919921875 1954.1378784179688 1289.552001953125 2054.3643188476562,0,0,0
286,16,848.7547499346517 1571.9939136666096 1523.2670301083124 2154.576197297008,unknown,1079.599365234375 1961.4609375 1287.368896484375 2063.7451171875,0.7004293203353882,F31AZHY,0.492573158315486
287,16,845.8940268515172 1578.3520196335285 1522.8405803902042 2155.007821459136,Unknown,1073.6127319335938 1971.6824340820312 1286.6467895507812 2074.781005859375,0,0,0
288,16,843.0333037683827 1584.710125600447 1522.4141306720958 2155.4394456212635,unknown,1067.6260986328125 1981.9039306640625 1285.9246826171875 2085.81689453125,0.7121028900146484,F31AZHY,0.59860897138375
289,16,839.8621907493048 1588.8361917302004 1522.3591946897686 2155.079212480411,unknown,1068.0328369140625 1988.38232421875 1286.6348876953125 2093.59033203125,0.7015405297279358,F314ZHY,0.5708533909847717
290,16,835.2720496556605 1596.1204911422983 1519.0238785306271 2153.766343353483,Unknown,1066.2448323567708 1996.9886067708333 1280.9474283854167 2099.8091634114585,0,0,0
291,16,830.6819085620162 1603.4047905543962 1515.688562371486 2152.453474226555,Unknown,1064.4568277994792 2005.5948893229167 1275.2599690755208 2106.0279947916665,0,0,0
292,16,826.0917674683719 1610.689089966494 1512.3532462123444 2151.140605099627,unknown,1062.6688232421875 2014.201171875 1269.572509765625 2112.246826171875,0.7162150740623474,F314ZHY,0.47089030199324194
293,16,823.4794253032784 1617.9844759572318 1512.9367242250187 2153.6511361790253,car,1053.4991455078125 2020.0880126953125 1268.0721435546875 2121.898193359375,0.7277703881263733,F314ZHY,0.3315481209665882
294,16,816.7867407894242 1627.3182020842546 1510.002272467285 2158.8217282798505,car,1047.459228515625 2032.1668701171875 1266.0457763671875 2136.949951171875,0.6910495162010193,F31AZHY,0.5281825144219338
295,16,812.3937971122148 1634.1084810203693 1508.3217870322999 2161.8329396466206,car,1046.8209228515625 2039.7425537109375 1260.1578369140625 2136.275634765625,0.6943715810775757,F314ZHY,0.267617320689344
296,16,806.8975431596282 1640.3854190843094 1506.4220517375106 2162.991553356083,unknown,1043.6788330078125 2050.362548828125 1262.74072265625 2152.311279296875,0.7206740379333496,F314ZHY,0.5356894028618544
297,16,804.5451322748199 1647.404471819585 1507.0044829543474 2163.8376539847877,Unknown,1041.1990966796875 2057.40234375 1256.90869140625 2156.1556396484375,0,0,0
298,16,802.1927213900118 1654.423524554861 1507.5869141711842 2164.683754613493,unknown,1038.7193603515625 2064.442138671875 1251.07666015625 2160.0,0.7160831093788147,F316ZHY,0.3487752997621661
130,34,2244.1354211800804 1623.0815086982395 2978.9246465160845 2152.3786272683496,unknown,2513.132568359375 1986.6822509765625 2728.450927734375 2086.21826171875,0.5022552013397217,LMI3VCV,0.5251204378052938
131,34,2244.104051593538 1629.9256045962559 2981.0773135389777 2152.3374199817667,Unknown,2513.8535970052085 1994.2105712890625 2733.2782389322915 2095.674072265625,0,0,0
132,34,2244.0726820069954 1636.7697004942722 2983.229980561871 2152.2962126951843,Unknown,2514.5746256510415 2001.7388916015625 2738.1055501302085 2105.1298828125,0,0,0
133,34,2244.041312420453 1643.6137963922886 2985.382647584764 2152.2550054086014,unknown,2515.295654296875 2009.2672119140625 2742.932861328125 2114.585693359375,0.6526903510093689,LM13VCV,0.4742680445049491
134,34,2242.3566426485704 1651.708317020298 2986.2619327866505 2156.0029661423932,car,2510.445556640625 2017.584228515625 2737.931396484375 2124.93408203125,0.6312745213508606,LM13VCV,0.6365283341415342
135,34,2243.2021943560085 1660.4717630341534 2989.08988986442 2159.403956895712,unknown,2515.891845703125 2034.4398193359375 2744.528076171875 2135.67578125,0.6477678418159485,LM13VCV,0.34285749331040044
136,34,2245.322090142163 1667.9504729790087 2990.572571814795 2162.272954864439,car,2510.31640625 2033.392578125 2754.171142578125 2145.51416015625,0.686893105506897,LM13VCV,0.3463268665736799
137,34,2248.690430254718 1674.8518125823628 2995.3340584321086 2161.5743420341105,unknown,2522.918701171875 2052.254150390625 2751.817626953125 2155.063720703125,0.6139401197433472,LH13VCV,0.42409590180789286
138,34,2250.8649402261035 1682.6142546586073 2996.963719666115 2161.1293990494405,unknown,2525.11328125 2059.72412109375 2753.326416015625 2160.0,0.6423066854476929,LM13VCV,0.32054453399141497
139,34,2253.763628752281 1690.0529305721432 2998.59716169716 2162.9492596433874,unknown,2514.61474609375 2060.369384765625 2750.913818359375 2160.0,0.5063413381576538,LM13VCV,0.39500065138337603
227,58,2253.3377920446205 1337.2732738977654 2841.7666220418982 1829.6759727758547,car,2475.880859375 1648.6995849609375 2639.13427734375 1723.0953369140625,0.5747986435890198,Q4UZRKD),0.07531687808925189
228,58,2252.831440435097 1341.6610594117267 2843.762480304672 1836.872419611507,Unknown,2477.124686104911 1654.5262276785713 2641.0826241629466 1729.3876429966517,0,0,0
229,58,2252.3250888255734 1346.0488449256877 2845.7583385674457 1844.0688664471593,Unknown,2478.3685128348216 1660.3528703962054 2643.0309709821427 1735.6799490792412,0,0,0
230,58,2251.81873721605 1350.436630439649 2847.7541968302194 1851.2653132828116,Unknown,2479.6123395647323 1666.1795131138392 2644.979317801339 1741.9722551618304,0,0,0
231,58,2251.3123856065263 1354.8244159536102 2849.750055092993 1858.4617601184639,Unknown,2480.8561662946427 1672.0061558314733 2646.927664620536 1748.2645612444196,0,0,0
232,58,2250.806033997003 1359.2122014675715 2851.745913355767 1865.6582069541162,Unknown,2482.0999930245534 1677.832798549107 2648.8760114397323 1754.5568673270088,0,0,0
233,58,2250.299682387479 1363.5999869815325 2853.7417716185405 1872.8546537897685,Unknown,2483.343819754464 1683.6594412667412 2650.8243582589284 1760.8491734095983,0,0,0
234,58,2249.793330777956 1367.9877724954938 2855.737629881314 1880.0511006254208,car,2484.587646484375 1689.486083984375 2652.772705078125 1767.1414794921875,0.5388340950012207,W0ZTFKD,0.18314797635821428
235,58,2249.7349432448273 1372.3538057139317 2858.264945189934 1885.8230780566569,Unknown,2483.62744140625 1695.4194946289062 2655.1007690429688 1774.6852111816406,0,0,0
236,58,2249.6765557116987 1376.7198389323698 2860.792260498554 1891.5950554878928,Unknown,2482.667236328125 1701.3529052734375 2657.4288330078125 1782.2289428710938,0,0,0
237,58,2249.61816817857 1381.0858721508077 2863.3195758071734 1897.3670329191289,Unknown,2481.70703125 1707.2863159179688 2659.7568969726562 1789.7726745605469,0,0,0
238,58,2249.5597806454416 1385.4519053692457 2865.8468911157934 1903.139010350365,car,2480.746826171875 1713.2197265625 2662.0849609375 1797.31640625,0.5784014463424683,CR0Z1FKD,0.3235086716545023
239,58,2250.6326052347226 1391.5670716373918 2869.1724472672586 1909.7875467617573,Unknown,2482.5254720052085 1720.2729817708334 2663.896516927083 1804.148543294271,0,0,0
240,58,2251.7054298240037 1397.6822379055382 2872.4980034187233 1916.4360831731494,Unknown,2484.3041178385415 1727.3262369791667 2665.708072916667 1810.9806803385416,0,0,0
241,58,2252.7782544132842 1403.7974041736843 2875.8235595701885 1923.0846195845418,Unknown,2486.082763671875 1734.3794921875 2667.51962890625 1817.8128173828125,0,0,0
242,58,2253.8510790025653 1409.9125704418307 2879.1491157216537 1929.733155995934,Unknown,2487.8614095052085 1741.4327473958333 2669.3311848958333 1824.6449544270833,0,0,0
243,58,2254.9239035918463 1416.0277367099768 2882.474671873119 1936.3816924073262,Unknown,2489.6400553385415 1748.4860026041667 2671.1427408854165 1831.4770914713542,0,0,0
244,58,2255.9967281811273 1422.142902978123 2885.8002280245837 1943.0302288187186,Unknown,2491.418701171875 1755.5392578125 2672.954296875 1838.309228515625,0,0,0
245,58,2257.0695527704083 1428.2580692462693 2889.125784176049 1949.678765230111,Unknown,2493.1973470052085 1762.5925130208334 2674.7658528645834 1845.1413655598958,0,0,0
246,58,2258.142377359689 1434.3732355144155 2892.451340327514 1956.327301641503,Unknown,2494.9759928385415 1769.6457682291666 2676.5774088541666 1851.9735026041667,0,0,0
247,58,2259.21520194897 1440.4884017825618 2895.7768964789793 1962.9758380528954,Unknown,2496.754638671875 1776.6990234375 2678.38896484375 1858.8056396484376,0,0,0
248,58,2260.288026538251 1446.603568050708 2899.102452630444 1969.6243744642877,Unknown,2498.5332845052085 1783.7522786458333 2680.2005208333335 1865.6377766927083,0,0,0
249,58,2261.360851127532 1452.718734318854 2902.4280087819093 1976.2729108756798,Unknown,2500.3119303385415 1790.8055338541667 2682.0120768229167 1872.4699137369792,0,0,0
250,58,2262.433675716813 1458.8339005870005 2905.7535649333745 1982.9214472870722,Unknown,2502.090576171875 1797.8587890625 2683.8236328125 1879.30205078125,0,0,0
251,58,2263.5065003060936 1464.9490668551466 2909.0791210848397 1989.5699836984645,Unknown,2503.8692220052085 1804.9120442708333 2685.635188802083 1886.134187825521,0,0,0
252,58,2264.5793248953746 1471.064233123293 2912.4046772363045 1996.2185201098566,Unknown,2505.6478678385415 1811.9652994791668 2687.446744791667 1892.9663248697916,0,0,0
253,58,2265.6521494846556 1477.1793993914391 2915.7302333877697 2002.867056521249,car,2507.426513671875 1819.0185546875 2689.25830078125 1899.7984619140625,0.5027437806129456,CN021ZD,0.11167994202386146
254,58,2266.6855525850087 1484.1551511802177 2916.4528490560906 2012.3578985148984,car,2505.530517578125 1825.51611328125 2688.4462890625 1905.582275390625,0.5460577011108398,C1R0ZTR,0.19952493333033666
255,58,2267.8818779186186 1490.8502614282388 2919.938681295157 2019.7242350870727,Unknown,2507.657650596217 1833.8401328638981 2692.4100663034537 1915.2244166324012,0,0,0
256,58,2269.078203252229 1497.5453716762602 2923.424513534223 2027.0905716592467,Unknown,2509.784783614309 1842.164152446546 2696.373843544408 1924.8665578741777,0,0,0
257,58,2270.2745285858387 1504.2404819242813 2926.9103457732895 2034.456908231421,Unknown,2511.9119166324012 1850.4881720291942 2700.3376207853617 1934.508699115954,0,0,0
258,58,2271.470853919449 1510.9355921723024 2930.3961780123554 2041.8232448035951,Unknown,2514.0390496504933 1858.812191611842 2704.301398026316 1944.1508403577302,0,0,0
259,58,2272.6671792530587 1517.6307024203238 2933.882010251422 2049.189581375769,Unknown,2516.1661826685854 1867.1362111944902 2708.2651752672696 1953.7929815995067,0,0,0
